"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MBTPS1",2.4767120098003e-41,-0.404990043911049,0.431,0.518,9.06253691506026e-37
"FAAP20",2.56158198303381e-41,-0.327021049357027,0.545,0.625,9.37308463411902e-37
"SRGN",2.58770951361449e-41,0.844950342820218,0.592,0.531,9.46868788126679e-37
"ZNF564",2.60768417424949e-41,-0.887276890841397,0.094,0.156,9.54177716199632e-37
"UBE2B",2.97608149696908e-41,0.303398677786983,0.91,0.889,1.08897798055596e-36
"ETV5",2.99939874570954e-41,-0.815936106375336,0.169,0.242,1.09750999504258e-36
"RUSC1",3.04390415109499e-41,-0.667402511463921,0.178,0.254,1.11379496792717e-36
"SDHC",3.09620596140371e-41,-0.378999890213235,0.449,0.535,1.13293272333723e-36
"ANP32E",3.22594473181016e-41,-0.447406619141048,0.338,0.429,1.18040543681666e-36
"ERGIC2",3.25895519472941e-41,-0.276137914300472,0.621,0.718,1.19248429530344e-36
"COBLL1",3.35988933548897e-41,-0.710762439675576,0.146,0.217,1.22941710674877e-36
"HS3ST3A1",3.4100471079131e-41,-1.12049547651971,0.071,0.126,1.24777033725648e-36
"FAM174A",3.5009735143176e-41,-0.532477623596083,0.276,0.359,1.28104121862395e-36
"AC011043.1",3.62392936662151e-41,-1.2147879076818,0.055,0.104,1.32603199454048e-36
"FAM228A",3.77568464186152e-41,-0.945813172463928,0.073,0.129,1.38156076730355e-36
"C18orf54",3.98172936428964e-41,-0.955909396947687,0.1,0.162,1.45695459168722e-36
"PPT2",4.09967328240912e-41,-0.95303321911247,0.089,0.148,1.50011145076632e-36
"CCDC82",4.7890720066966e-41,0.433174865897082,0.63,0.549,1.75236933797035e-36
"GPS2",5.01511464401998e-41,-0.299729237602273,0.646,0.724,1.83508059939335e-36
"BICD2",5.17584727485613e-41,-0.546005891061841,0.246,0.33,1.89389427634261e-36
"FOXO3",5.20160580888201e-41,0.413662523820083,0.815,0.771,1.90331958152802e-36
"SSBP3",5.24513349527273e-41,-0.363722825348755,0.431,0.521,1.91924679725525e-36
"CLCN6",5.59068919549715e-41,-0.789896431292409,0.149,0.22,2.04568908352436e-36
"SMDT1",6.04336050229699e-41,-0.378678928671755,0.484,0.563,2.21132604139549e-36
"NUBP2",6.09687800517248e-41,-0.538852321820348,0.265,0.348,2.23090863087266e-36
"ILF3-DT",6.27572329693247e-41,-0.953069562257583,0.083,0.141,2.29634991158056e-36
"DDX43",6.85717089568148e-41,-0.596804178800861,0.158,0.234,2.50910740243881e-36
"PDGFRL",6.85782705592429e-41,-1.03701532701224,0.059,0.11,2.50934749803326e-36
"MAT2A",7.12175342129471e-41,-0.363310122164223,0.393,0.481,2.60592079438595e-36
"BCAR1",7.2143621994497e-41,-0.500215812478602,0.61,0.665,2.63980727240064e-36
"WTAP",7.61300425861222e-41,0.422917998596941,0.858,0.829,2.7856743882688e-36
"FAM185A",8.42513285400795e-41,-0.743033635989321,0.137,0.207,3.08284036261005e-36
"TCEAL1",8.95167444198147e-41,-0.994862620426918,0.085,0.143,3.27550719506544e-36
"ZNF573",9.00633680134141e-41,-0.904455598484242,0.084,0.143,3.29550869897884e-36
"ABHD15-AS1",9.09543895296283e-41,-0.837379870267952,0.107,0.171,3.32811206727863e-36
"RAD54L2",9.36660360499239e-41,-0.671065020656708,0.188,0.264,3.42733392510276e-36
"INTS2",9.49321812712701e-41,-0.781443101644561,0.133,0.202,3.47366344489705e-36
"KIAA1257",1.0947311294008e-40,-1.17476646454804,0.059,0.11,4.00573067559047e-36
"PAQR3",1.14022100203642e-40,0.947162969378844,0.19,0.112,4.17218266855146e-36
"CMC1",1.2269206373875e-40,-0.475414140418549,0.362,0.445,4.48942530426461e-36
"AC023509.6",1.22866629899024e-40,-0.570172209048932,0.224,0.306,4.49581285463519e-36
"SIRT5",1.27097744935778e-40,-1.03103034003089,0.07,0.124,4.65063358494505e-36
"PPP1R3B",1.29183128706965e-40,0.814917253418903,0.237,0.152,4.72693986251657e-36
"B4GALT6",1.32120544832833e-40,-0.809855867465668,0.134,0.203,4.83442285597819e-36
"FGF1",1.41585568424365e-40,-0.829325662540207,0.116,0.183,5.18075753421594e-36
"MRRF",1.48947791035164e-40,-0.64919319933209,0.238,0.316,5.4501486217677e-36
"RTL8B",1.49730826302408e-40,-0.910546179335386,0.116,0.18,5.47880066523141e-36
"PGLS",1.65424621813505e-40,-0.324691314061668,0.517,0.603,6.05305233677796e-36
