"donor_id","infection","hpi","condition","cell_type","n_cells","EA_release_score","EA_recycle_score","EA_proxy","FLT1_expr","PGF_expr","FLT1_minus_PGF","Angio_stress_score"
"Hrv124","UI","24h","UI_24h","HBC_p",1,0.0754687301814556,0.206983095407486,-0.29139875730635,0.275252759456635,0.100407309830189,-0.488726401048683,0.751271163778646
"Hrv124","UI","24h","UI_24h","PAMM1",67,0.149868356981384,0.293084697670011,-0.22214440008023,0.381910006056971,0.0719598037983055,-0.371195089712574,1.15445793223089
"Hrv124","UI","24h","UI_24h","PV",285,0.0656224229792405,0.183543052526942,-0.217584660878181,1.90388892481202,0.280927945908747,0.514466027649667,0.719666353827879
"Hrv124","UI","24h","UI_24h","VCT",188,0.0828894602683049,0.307253132617854,-0.916097631402217,1.95934600747646,0.929805281472967,-0.278673748032663,0.553225964620585
"Hrv124","UI","24h","UI_24h","VCT_CCC",31,0.0782129042731818,0.334063139750111,-1.1424318104823,2.42788728975481,0.542972812008473,0.574698473380579,0.739192172799105
"Hrv124","UI","24h","UI_24h","VCT_fusing",285,0.118632064101815,0.292798441873308,-0.498284231063215,2.49564831855527,1.15028430782912,-0.155604936443453,0.77560915205637
"Hrv124","UI","24h","UI_24h","VCT_p",66,0.0811948629867549,0.28892800688292,-0.804942026682294,1.49877560454788,0.71129097134778,-0.346818048534207,0.477452104713655
"Hrv124","UI","24h","UI_24h","iEVT",12,0.0882578152749273,0.214986440166831,-0.232667083203286,3.04865935444832,2.08938499291738,-0.944844457071116,0.859374777768694
"Hrv135","Lm","24h","Lm_24h","EVT_2",4,0.0947981861730417,0.117675286531448,0.495950234481519,3.49337422847748,0.760688610374928,1.10278582241269,0.952035282871553
"Hrv135","Lm","24h","Lm_24h","Endo_f",246,0.162528296715522,0.204833082794174,0.498546437401321,3.03410105734337,0.250793056214243,1.41068124536359,0.985122562008591
"Hrv135","Lm","24h","Lm_24h","F",1615,0.132984346512732,0.147025218118824,0.633745851536293,2.2542132029777,0.147396128982213,0.95211423315719,1.09597500558911
"Hrv135","Lm","24h","Lm_24h","F_p",104,0.144244203773829,0.162541197928099,0.6271068548775,1.87920541602832,0.183517146998873,0.621123796098832,0.941193858427661
"Hrv135","Lm","24h","Lm_24h","F_sm",37,0.115575032056989,0.153890998782338,0.431443301454972,1.79108189569937,0.127600437886006,0.626243573734049,1.06433783569391
"Hrv135","Lm","24h","Lm_24h","HBC",958,0.131836912530574,0.194432574942988,0.296936177987464,0.355704240423155,0.0726419792730276,-0.391953962359375,1.11833204756872
"Hrv135","Lm","24h","Lm_24h","HBC_p",4,0.213462048520645,0.209587797522545,0.919278690894521,0.0581431016325951,0.209163889288902,-0.793422563527142,0.921588059514761
"Hrv135","Lm","24h","Lm_24h","PAMM1",62,0.130936711626027,0.180430175315949,0.385385033189456,0.718193123898199,0.0521370355160006,-0.0905613503758969,1.29634700437433
"Hrv135","Lm","24h","Lm_24h","PV",320,0.0689801719039679,0.173494641985744,-0.118464595889149,3.00714350957423,0.294670853950083,1.33375216819902,0.944131659170879
"Hrv135","Lm","24h","Lm_24h","VCT",202,0.120747060776249,0.233118256970797,-0.0683112694440138,2.45734096547165,0.667941176876573,0.436188434866932,0.610371612075616
"Hrv135","Lm","24h","Lm_24h","VCT_CCC",111,0.0993997068913491,0.28445509771506,-0.612041197177249,2.28352445095509,0.483306438267768,0.541979163905916,0.720126015741853
"Hrv135","Lm","24h","Lm_24h","VCT_fusing",244,0.15824551928707,0.249591471297575,0.152070258913607,2.19770035807227,1.13145085644038,-0.357399093286135,0.833349942755329
"Hrv135","Lm","24h","Lm_24h","VCT_p",52,0.1378977020295,0.264550559566571,-0.132150725881244,1.66309991306984,0.333028880162881,0.264730841522391,0.488725270277687
"Hrv135","Lm","24h","Lm_24h","iEVT",5,0.123074152072271,0.108353567123413,0.811923036526347,3.99959359169006,1.1920727789402,0.931562830661088,0.861944239054407
"Hrv135","UI","24h","UI_24h","EVT_1",2,0.113697566092014,0.0845497637987137,0.892425267086271,1.97909343242645,1.40848100185394,-0.879826904063273,0.703478245330708
"Hrv135","UI","24h","UI_24h","EVT_2",47,0.0440732013460592,0.141865926600517,-0.122330397723906,3.21629234197292,0.749491879914669,0.90699183461024,0.784227209680892
"Hrv135","UI","24h","UI_24h","Endo_f",382,0.139600727265054,0.21018566165451,0.257536767672335,2.82962877603726,0.329737546673308,1.15394539260219,0.916973231016208
"Hrv135","UI","24h","UI_24h","F",1232,0.164728152912384,0.154340614954179,0.865979941726762,1.63190056814195,0.24498735639182,0.354385623278379,0.781441230131641
"Hrv135","UI","24h","UI_24h","F_p",69,0.16866328086758,0.18595283333806,0.683236901734864,1.4678228493186,0.169890744746595,0.326571027374969,0.705638769798089
"Hrv135","UI","24h","UI_24h","F_sm",4,0.166091926395893,0.119655765593052,1.11706930150318,1.33790183067322,0,0.446684788245624,0.6325917499406
"Hrv135","UI","24h","UI_24h","HBC",643,0.131445798549768,0.232101986252501,0.033945964121252,0.287788222171656,0.0984498746287582,-0.476696928529875,0.963917140062452
"Hrv135","UI","24h","UI_24h","HBC_p",8,0.115327659994364,0.187541747838259,0.197417814545778,0.4035982824862,0.0793506316840649,-0.364254658376206,0.713965397062046
"Hrv135","UI","24h","UI_24h","PAMM1",344,0.136840539125278,0.21342927988532,0.210615897832648,0.482512173177891,0.126577402963195,-0.365175870672974,1.12653535373348
"Hrv135","UI","24h","UI_24h","PV",259,0.0822859915354537,0.17452506126124,-0.00709507749664644,2.94894034671507,0.38607734706411,1.17194159911482,0.738728650867676
"Hrv135","UI","24h","UI_24h","VCT",135,0.120405545941106,0.247003439245401,-0.167008201608923,1.88388299544652,0.570964125792185,0.125964414867824,0.494254811305218
"Hrv135","UI","24h","UI_24h","VCT_CCC",37,0.0847097604392885,0.223991719532657,-0.326295310300709,2.28922207129968,0.555287361950488,0.453650330847337,0.660029271279523
"Hrv135","UI","24h","UI_24h","VCT_fusing",150,0.121458607605762,0.218043892373641,0.0418726202707588,2.17131614844004,1.16693587263425,-0.423090321602505,0.820251832583121
"Hrv135","UI","24h","UI_24h","VCT_p",32,0.120060330955312,0.276981522142887,-0.376603506608988,1.3136684326455,0.364714377559721,-0.0411470845871842,0.402190840902871
"Hrv135","UI","24h","UI_24h","iEVT",17,0.0660569109753066,0.170659595903228,-0.124960920954717,3.05519245301976,1.78304218018756,-0.545574584097928,0.785610479154006
"Hrv136","Lm","24h","Lm_24h","EVT_1",6,0.10663818485207,0.194506429632505,0.0720708864009836,1.64618546764056,2.00675811370214,-1.90246599639431,0.667047951015688
"Hrv136","Lm","24h","Lm_24h","EVT_2",119,0.0464040116519153,0.128413916761134,-0.00890596625525119,2.5488717841501,0.698999076455581,0.465650954412453,0.754795025179939
"Hrv136","Lm","24h","Lm_24h","Endo_f",182,0.182136666316252,0.237713181186508,0.446615334587551,3.32236641547182,0.238858256939348,1.64473357060668,1.01633013077841
"Hrv136","Lm","24h","Lm_24h","F",402,0.131045964430665,0.168923067764856,0.465631254792132,1.64495405221163,0.154424080949518,0.480858379307957,1.01110937814913
"Hrv136","Lm","24h","Lm_24h","F_p",36,0.186139461687869,0.171143001152409,0.940862075407345,1.69483837650882,0.18577569267816,0.478348053438861,0.953428625912657
"Hrv136","Lm","24h","Lm_24h","F_sm",2,0.0496086080869039,0.168473988771439,-0.256351300416468,1.51542234420776,0,0.581359347348209,0.690659559198788
"Hrv136","Lm","24h","Lm_24h","HBC",731,0.123493182875906,0.218858760236552,0.0543737337348732,0.335070239535435,0.0679358695461714,-0.401550249606563,1.02232164267261
"Hrv136","Lm","24h","Lm_24h","HBC_p",2,0.061042308807373,0.381188237667084,-1.61995895905244,0.476789355278015,0,-0.206591504463027,0.76880330485957
"Hrv136","Lm","24h","Lm_24h","PAMM1",168,0.11550058685391,0.181338034330734,0.24169540229033,0.451430699654988,0.103497142504369,-0.359047497661881,1.14895629595813
